YM,JOIN_SN,JOIN_SN_TYP,BIZ_SN,SCTR_CD,COM_SN,IS_ME,DLQ_CD_1,DLQ_CD_2,DLQ_RGST_DT,DLQ_RGST_AMT,DLQ_AMT,RLS_RSN_CD,RLS_DT
202003,560222,1,0,05,4273850,0,0103,7,201401,6600,6600,00,000000
201905,1446384,1,0,24,352833,0,0101,0,201501,14000,14000,00,000000
201806,108940,1,161782,01,9691141,0,0101,7,201611,7700,7700,00,000000
202002,257771,1,0,12,3633166,0,0201,0,201711,170,120,00,000000
201903,704113,1,0,05,2496619,0,0104,7,201303,550,550,00,000000
202005,1116831,1,0,05,2510645,0,0104,7,201705,11000,11000,00,000000
202003,1545255,1,0,12,8159159,0,0201,0,201808,190,190,00,000000
201808,1151100,1,0,05,2527821,0,0104,7,201609,1100,1100,00,000000
201807,1496577,1,0,12,3771236,0,0101,0,201506,190,190,00,000000
201809,895503,1,0,01,872260,0,0101,7,201101,31000,30000,99,201801
201807,437424,1,49157,12,3590036,0,0202,0,201505,6100,6100,00,000000
201812,134608,1,67491,12,9844432,0,0202,7,201401,17000,9200,00,000000
202004,293288,1,0,05,2668395,0,0103,7,201306,2000,2000,00,000000
201806,345412,1,0,12,6605270,0,0101,0,201511,1300,1300,00,000000
201811,1393957,1,0,21,1841718,0,0101,7,201108,3600,280,99,201808
201912,1274513,1,0,12,8547044,0,0201,0,201906,390,390,00,000000
201901,1070186,1,0,05,9618684,0,0104,7,201612,270,270,00,000000
201911,1509884,1,0,03,8732717,0,0101,7,201610,20000,20000,00,000000
202005,1902230,1,27014,12,3581580,0,0112,0,201207,98000,98000,99,201907
201906,233758,1,0,17,8203571,0,0105,7,201403,17000,4000,00,000000
201907,841227,1,0,05,9230403,0,0103,7,201902,2300,2300,00,000000
201809,1284370,1,0,21,321796,0,0101,7,201202,2600,2600,00,000000
201807,852653,1,0,12,7305463,0,0201,0,201806,350,350,00,000000
201907,649661,1,0,01,2583208,0,0104,7,201903,350,350,00,000000
201901,1330941,1,0,12,9557954,0,0101,0,201407,240,240,00,000000
201905,1473255,1,0,05,538323,0,0103,7,201804,2600,2600,00,000000
201905,1208652,1,0,03,7705702,0,0101,7,201112,5800,2,99,201812
201810,109910,1,0,01,2211351,0,0104,7,201707,100,100,00,000000
201811,893588,1,169532,12,3744290,0,0202,7,201311,8600,8600,00,000000
201903,1067296,1,0,12,7067849,0,0201,0,201805,900,900,00,000000
201902,513378,1,0,21,453539,0,0101,0,201310,14000,1500,00,000000
201811,527399,1,0,21,3103691,0,0109,0,201107,30000,30000,99,201807
201809,709492,1,154146,01,406148,0,0104,7,201401,4500,4400,00,000000
201911,259690,1,0,05,6900134,0,0103,0,201903,550,210,00,000000
202006,1081434,1,0,05,9612854,0,0103,7,201606,100,100,00,000000
201809,1856500,1,180701,05,9165344,0,0104,7,201803,790,790,00,000000
201808,611965,1,0,05,3869857,0,0103,7,201404,760,760,00,000000
202005,1549456,1,0,05,9156942,0,0104,7,201803,2800,2800,00,000000
201806,1521706,1,78358,01,8341891,0,0104,7,201706,4200,4200,00,000000
201811,815540,1,0,21,8918805,0,0101,7,201702,610,610,00,000000
202003,68474,1,0,05,6316617,0,0103,7,201907,2400,2400,00,000000
201906,1625999,1,0,24,6350933,0,0101,0,201609,590,590,00,000000
202006,567019,1,0,05,849699,0,0103,7,201912,13000,0,01,202006
201910,57536,1,0,24,9652239,0,0101,0,201701,7700,7700,00,000000
201910,508161,1,0,05,4838362,0,0104,7,201603,100,100,00,000000
201903,748795,1,0,12,816403,0,0202,0,201712,13000,13000,00,000000
201810,1393957,1,0,21,1841718,0,0101,7,201108,3600,280,99,201808
201905,907060,1,35420,12,1119576,0,0202,0,201211,9600,9400,00,000000
201904,1545255,1,0,12,8159159,0,0202,0,201708,17000,17000,00,000000
201902,354094,1,113515,12,9288262,0,0104,0,201302,3300,3300,00,000000
202004,1322918,1,0,01,8048221,0,0101,0,201905,100000,100000,00,000000
202004,122180,1,0,05,123235,0,0104,7,201403,1100,940,00,000000
202006,1930541,1,0,03,940830,0,0203,0,201604,1300,1300,00,000000
201907,134608,1,0,01,2911752,0,0103,7,201503,2300,2300,00,000000
201811,730568,1,0,12,98199,0,0104,0,201404,2700,2700,00,000000
201912,846642,1,0,12,2299573,0,0104,0,201202,880,880,99,201902
201809,38182,1,0,05,8071500,0,0104,7,201408,2400,1300,00,000000
201907,923920,1,95807,12,7878849,0,0202,7,201205,11000,11000,99,201905
201909,1944049,1,0,24,9966591,0,0101,0,201308,210,210,00,000000
201810,567346,1,0,12,7110235,0,0202,0,201212,9600,5400,00,000000
201807,1298708,1,0,01,5664364,0,0104,0,201805,100,100,00,000000
201911,260815,1,0,12,1790167,0,0201,0,201603,1200,700,00,000000
201812,471672,1,0,21,1851145,0,0101,7,201111,2400,2200,99,201811
201908,1445989,1,0,05,4920713,0,0104,7,201609,440,440,00,000000
201906,1694808,1,0,12,7046547,0,0201,0,201612,3400,3400,00,000000
202004,1045456,1,0,05,9122640,0,0103,7,201608,9500,9500,00,000000
201910,17849,1,0,05,9353732,0,0103,7,201511,650,650,00,000000
201810,1004834,1,0,01,1870761,0,0102,7,201603,12000,2,00,000000
201811,934919,1,0,12,3152184,0,0101,0,201508,5500,5500,00,000000
201912,1737482,1,0,12,5563367,0,0201,0,201912,1200,1200,00,000000
201905,108940,1,0,03,9578927,0,0101,0,201901,6000,3200,00,000000
201901,513378,1,0,05,1839622,0,0104,7,201310,8800,8800,00,000000
201807,566387,1,0,12,5485598,0,0201,0,201704,1200,1200,00,000000
201806,893588,1,0,05,604053,0,0104,7,201310,4900,4900,00,000000
201808,1486628,1,186529,01,9627993,0,0101,7,201111,97000,97000,00,000000
201901,1166417,1,0,12,5409969,0,0101,0,201501,5000,5000,00,000000
201907,1473255,1,0,12,1456576,0,0201,0,201812,330,330,00,000000
201907,1445989,1,0,12,8057905,0,0201,0,201709,11000,11000,00,000000
201911,560222,1,0,05,4273850,0,0103,7,201402,3300,3300,00,000000
202001,1330941,1,0,08,2775309,0,0101,7,201312,4400,4400,00,000000
201806,798855,1,0,17,5682924,0,0101,7,201412,8800,8800,00,000000
201903,575035,1,0,12,8692680,0,0101,0,201404,1400,1400,00,000000
201807,541064,1,0,03,656521,0,0101,0,201607,99000,0,01,201708
201905,1899847,1,0,03,2733628,0,0101,7,201208,4200,400,00,000000
201910,1331055,1,0,12,6485627,0,0202,0,201712,25000,25000,00,000000
201907,544682,1,0,24,6278980,0,0101,0,201512,17000,17000,00,000000
201902,1597291,1,0,05,2416489,0,0103,7,201107,5100,5100,99,201807
201809,1546880,1,0,05,151624,0,0103,7,201506,280,280,00,000000
201806,623135,1,0,12,5700563,0,0201,0,201702,890,810,00,000000
201807,1116831,1,0,05,2510645,0,0103,7,201705,2500,2500,00,000000
201901,1732917,1,0,12,7014701,0,0201,0,201301,11000,11000,00,000000
201906,1266436,1,0,05,6986269,0,0103,7,201302,1100,1100,00,000000
201809,1210770,1,0,21,3175694,0,0101,0,201507,13000,7000,00,000000
201807,1755143,1,0,12,2411754,0,0201,0,201301,21000,21000,00,000000
201908,1267372,1,0,12,4927131,0,0115,0,201704,480,480,00,000000
202005,1281289,1,0,12,3506837,0,0201,0,201906,3300,3300,00,000000
201811,815540,1,0,12,3247512,0,0202,0,201703,5900,5800,00,000000
201908,667001,1,0,05,1235373,0,0103,7,201803,2000,2000,00,000000
201912,1166417,1,0,24,7342374,0,0101,0,201412,950,950,00,000000
201901,1509884,1,0,03,8732717,0,0104,7,201608,5200,5200,00,000000
201809,1207305,1,179400,12,6145899,0,0104,0,201205,5100,5100,00,000000
201912,653711,1,0,12,4766155,0,0201,0,201912,1900,1900,00,000000
201808,1067296,1,0,12,7067849,0,0201,0,201805,900,900,00,000000
201809,544682,1,0,05,4495297,0,0104,7,201502,2600,2700,00,000000
201906,1905058,1,0,05,7654943,0,0104,7,201901,270,270,00,000000
201807,895480,1,0,01,5652009,0,0104,7,201606,510,510,00,000000
201910,705869,1,0,12,8378421,0,0201,0,201708,540,540,00,000000
201912,1311201,1,0,12,6967829,0,0202,0,201711,2100,2100,00,000000
201903,980768,1,0,05,1566440,0,0104,7,201801,380,370,00,000000
201807,59406,1,0,12,6740040,0,0201,0,201710,120,100,00,000000
201907,704113,1,0,12,6634501,0,0112,0,201305,880,880,00,000000
202002,18047,1,0,12,9466482,0,0201,0,201706,120,120,00,000000
201910,1350908,1,0,05,9560048,0,0103,7,201904,5500,5500,00,000000
201811,798843,1,0,12,1892300,0,0201,0,201307,320,320,00,000000
202003,1140557,1,0,24,528496,0,0101,0,201904,4000,4000,00,000000
201912,1215539,1,0,12,3841046,0,0201,0,201903,150,150,00,000000
202005,11995,1,0,12,9934992,0,0101,0,201212,1200,1200,99,201912
201809,519677,1,0,05,6354861,0,0104,7,201805,900,900,00,000000
201812,1094668,1,0,17,5187247,0,0101,7,201502,4200,4200,00,000000
201808,251590,1,0,01,3126628,0,0104,7,201510,2000,2000,00,000000
201901,236368,1,0,05,8579668,0,0104,7,201411,440,430,00,000000
201908,1378888,1,0,12,5669298,0,0202,0,201208,2900,2900,99,201908
201904,1374972,1,0,05,6386117,0,0104,7,201609,1700,1700,00,000000
201811,1052666,1,0,01,7360941,0,0104,7,201704,2100,2100,00,000000
202004,1276275,1,0,05,2115279,0,0103,7,201602,1600,1600,00,000000
201910,863398,1,0,01,4377301,0,0103,7,201706,1100,1100,00,000000
201910,793886,1,0,05,9517998,0,0104,7,201804,890,890,00,000000
201907,293288,1,0,05,2668395,0,0103,7,201306,2000,2000,00,000000
201806,1094668,1,0,05,6872257,0,0103,7,201503,1500,1500,00,000000
201910,926889,1,0,01,7411309,0,0101,7,201202,110,110,99,201902
202003,432295,1,0,05,9378844,0,0104,7,201612,420,420,00,000000
201909,739060,1,0,03,1232272,0,0101,0,201603,6000,6000,00,000000
201904,1518572,1,0,12,8882061,0,0101,0,201511,800,800,00,000000
201808,979904,1,0,01,1274567,0,0101,0,201708,13000,0,01,201804
202004,406630,1,0,05,6868611,0,0104,7,201305,3800,3800,00,000000
202002,1687943,1,0,05,9284709,0,0103,7,201404,5500,5500,00,000000
201905,1177091,1,0,05,9996651,0,0103,7,201804,630,630,00,000000
202001,1267658,1,0,12,4613884,0,0104,0,201305,850,850,00,000000
201912,346217,1,0,21,3747629,0,0101,0,201608,8700,8700,00,000000
201812,1245631,1,0,03,7876112,0,0101,7,201112,17000,2,99,201812
201912,453031,1,0,05,4804202,0,0103,0,201910,20000,20000,00,000000
201904,1094396,1,0,05,7653062,0,0103,7,201208,4400,4400,00,000000
201911,980416,1,0,12,7634261,0,0112,0,201303,7400,7400,00,000000
201812,1505656,1,0,05,4102952,0,0104,7,201207,11000,10000,00,000000
202001,544682,1,0,03,3700958,0,0101,0,201905,100000,1,00,000000
202005,134608,1,85016,17,5455426,0,0101,7,201504,4200,4200,00,000000
202001,471601,1,0,05,4418908,0,0103,0,202001,4300,160,00,000000
201911,1505656,1,0,05,4102952,0,0104,7,201207,11000,10000,99,201907
202003,709192,1,0,05,7984049,0,0104,7,201403,900,900,00,000000
201808,454554,1,0,01,842334,0,0104,7,201010,15000,15000,99,201710
201808,611965,1,0,05,3869857,0,0103,7,201404,520,520,00,000000
201910,623135,1,0,12,5700563,0,0201,0,201702,890,810,00,000000
201903,125363,1,43519,12,3580653,0,0202,7,201212,8300,8300,00,000000
201806,525910,1,0,12,1336333,0,0201,0,201802,100,100,00,000000
201808,1293113,1,0,03,4423159,0,0101,7,201309,9000,9000,00,000000
201812,454990,1,0,12,7669046,0,0201,0,201509,790,790,00,000000
201912,1777004,1,0,05,7134306,0,0104,7,201907,180,180,00,000000
201906,1533292,1,0,05,3496216,0,0104,7,201612,2000,2000,00,000000
202006,1081434,1,0,05,9612854,0,0103,7,201601,380,380,00,000000
201905,1701420,1,0,12,159504,0,0202,0,201205,3700,2,99,201905
202003,508161,1,0,12,272489,0,0201,0,201909,250,250,00,000000
201905,1658649,1,0,12,4458146,0,0202,0,201505,8200,8200,00,000000
201809,941161,1,0,12,8656648,0,0201,0,201612,14000,14000,00,000000
202002,808,1,80798,12,7131672,0,0112,0,201206,100000,100000,99,201906
201807,359867,1,0,12,7299777,0,0201,0,201503,100,100,00,000000
201908,1326436,1,0,12,7657461,0,0201,0,201109,3900,3900,99,201809
202001,748919,1,0,12,3047221,0,0201,0,201903,880,880,00,000000
201912,1939345,1,0,05,1996341,0,0104,0,201910,230,230,00,000000
201812,38182,1,0,12,6283919,0,0116,0,201502,3700,3700,00,000000
201909,134608,1,0,01,2911752,0,0103,7,201503,2300,2300,00,000000
201902,1027405,1,0,05,4760099,0,0104,7,201502,10000,10000,14,201803
201808,320542,1,0,05,7424936,0,0104,7,201206,1700,1700,00,000000
201807,1323540,1,169886,12,2692261,0,0202,0,201511,12000,12000,00,000000
201904,739060,1,0,01,6835596,0,0101,7,201501,840,840,00,000000
201911,1448008,1,0,01,2293982,0,0104,7,201705,1200,1200,00,000000
201902,1578781,1,3981,21,9484464,0,0101,0,201609,3600,3600,00,000000
201904,1210770,1,0,21,3175694,0,0101,0,201507,13000,0,07,201904
201908,1346373,1,0,21,8708824,0,0101,0,201504,3000,3000,00,000000
201808,564209,1,150432,12,2160635,0,0202,0,201711,11000,11000,00,000000
201908,330397,1,0,03,9665049,0,0104,0,201410,4300,4300,00,000000
201809,480683,1,0,05,2366100,0,0103,7,201705,9600,9600,14,201801
201808,845786,1,0,12,2783246,0,0202,7,201308,1700,1700,00,000000
202001,653711,1,0,05,177630,0,0104,7,201806,4700,4700,00,000000
202004,260815,1,0,12,1790167,0,0201,0,201603,920,120,00,000000
201806,203220,1,0,12,7217992,0,0115,0,201706,960,960,00,000000
201911,1875318,1,0,24,3041465,0,0101,0,201702,2400,2400,00,000000
201910,552122,1,0,05,7938500,0,0104,7,201501,1200,1200,00,000000
201812,1545255,1,0,12,8159159,0,0201,0,201808,520,520,00,000000
201912,714372,1,0,12,9346995,0,0201,0,201912,1900,1900,00,000000
201912,1638451,1,0,01,1255582,0,0101,0,201912,4700,4700,00,000000
201809,1207305,1,0,12,6145899,0,0104,0,201205,13000,13000,00,000000
201807,1311201,1,0,21,8726396,0,0101,7,201711,100,100,00,000000
201905,354094,1,113515,12,9288262,0,0104,0,201302,3300,3300,00,000000
201902,1593802,1,0,12,6037339,0,0201,0,201312,350,320,00,000000
202004,552122,1,0,24,5490545,0,0101,0,201505,18000,18000,00,000000
201807,1018495,1,0,08,8223693,0,0101,7,201709,280,280,00,000000
202003,732858,1,0,01,9151297,0,0103,0,202002,12000,12000,00,000000
202006,1132423,1,0,05,8188593,0,0104,7,201404,5700,5700,00,000000
201811,354094,1,0,12,3082755,0,0112,0,201305,28000,28000,00,000000
201904,1755143,1,0,21,6992357,0,0101,0,201212,4300,4300,00,000000
201902,1293113,1,0,03,4423159,0,0101,7,201309,4500,4500,00,000000
201907,1326436,1,0,12,7657461,0,0201,0,201109,3900,3900,99,201809
201809,667001,1,0,05,1235373,0,0104,7,201802,5400,5400,00,000000
201808,1093585,1,0,12,8444272,0,0202,0,201510,6400,6400,00,000000
202006,1745253,1,0,05,7177325,0,0104,7,201510,220,220,00,000000
201903,636569,1,0,05,4895494,0,0103,7,201306,1900,1900,00,000000
201807,102302,1,70067,12,1147896,0,0202,7,201301,8100,8100,00,000000
201809,944657,1,0,21,3260145,0,0101,0,201105,12000,8900,99,201805
202005,1238440,1,0,12,9779327,0,0202,7,201405,6600,6000,00,000000
201907,1021216,1,0,21,387160,0,0101,0,201312,2900,5700,00,000000
201903,257771,1,0,12,3633166,0,0201,0,201711,170,170,00,000000
201909,1293113,1,0,05,516413,0,0103,7,201307,1200,1200,00,000000
201906,1596134,1,0,12,7959196,0,0202,0,201208,47000,47000,00,000000
201911,1305696,1,0,12,967058,0,0112,0,201205,15000,15000,99,201905
201910,773188,1,0,12,4899773,0,0202,0,201901,600,600,00,000000
201905,338702,1,0,05,9163710,0,0104,7,201705,7000,7000,00,000000
201905,432295,1,0,05,9378844,0,0103,7,201704,6900,6900,00,000000
201806,1249580,1,0,12,138286,0,0201,0,201805,360,360,00,000000
201909,1560969,1,0,12,298749,0,0201,0,201707,100,100,00,000000
201907,442096,1,0,12,2189718,0,0201,0,201905,990,990,00,000000
201906,779049,1,0,03,1414236,0,0101,7,201108,100000,2,99,201808
201905,523990,1,0,12,7156024,0,0201,0,201609,680,660,00,000000
201906,1018495,1,0,08,8223693,0,0101,7,201709,280,280,00,000000
202004,560222,1,0,05,4273850,0,0103,7,201401,420,420,00,000000
201904,1305696,1,0,12,967058,0,0112,0,201205,15000,15000,00,000000
201905,1768235,1,0,05,7545225,0,0104,7,201509,1200,1200,00,000000
201904,432295,1,0,05,9378844,0,0104,7,201612,420,420,00,000000
201807,1865043,1,0,12,1337234,0,0201,0,201609,1100,1000,00,000000
201906,1321535,1,182222,12,6779571,0,0202,7,201310,4400,4400,00,000000
202001,233758,1,0,17,8203571,0,0105,7,201403,17000,4000,00,000000
201910,259690,1,0,05,6900134,0,0103,0,201906,260,100,00,000000
202002,157214,1,0,05,783647,0,0104,7,201404,5000,2100,00,000000
201809,320542,1,0,21,6456750,0,0101,0,201208,1800,1800,00,000000
201807,1204979,1,0,12,801532,0,0101,0,201509,5500,5500,00,000000
202004,125363,1,43519,12,3580653,0,0202,7,201212,8300,8300,99,201912
201806,907060,1,0,05,7048256,0,0103,7,201209,140,140,00,000000
201901,522029,1,0,12,7210819,0,0101,0,201304,1700,1700,00,000000
201906,791353,1,0,12,194802,0,0201,0,201807,100,100,00,000000
201807,656507,1,0,12,2359124,0,0201,0,201610,810,810,00,000000
201806,890792,1,0,12,8710635,0,0201,0,201612,770,770,00,000000
201812,432295,1,0,05,9378844,0,0104,7,201612,420,420,00,000000
202002,972751,1,0,12,3483853,0,0201,0,201906,1100,860,00,000000
202003,1533292,1,0,24,7610083,0,0101,0,201708,4800,4800,00,000000
201908,1448008,1,0,01,2293982,0,0104,7,201705,1200,1200,00,000000
201806,667001,1,0,05,1235373,0,0103,0,201803,1300,1300,00,000000
202006,509286,1,0,05,343846,0,0104,7,201301,2600,1000,99,202001
202004,1724362,1,0,24,6807361,0,0101,0,201505,1900,1900,00,000000
202001,1043858,1,0,24,2115773,0,0101,0,201710,900,900,00,000000
201808,512482,1,0,12,1057342,0,0208,0,201307,820,820,00,000000
201905,739060,1,0,12,7328158,0,0201,0,201505,36000,36000,00,000000
202002,1945049,1,0,12,7004005,0,0201,0,201507,100,100,00,000000
201808,259736,1,0,12,8610701,0,0101,0,201410,28000,28000,00,000000
201812,1723417,1,0,01,8490236,0,0101,7,201107,50000,4300,99,201807
201808,724372,1,0,12,1718845,0,0201,0,201509,2500,190,00,000000
201806,544682,1,0,05,4495297,0,0104,7,201502,2600,2700,00,000000
202006,845786,1,0,24,4718144,0,0101,0,201304,1600,1600,99,202004
201903,1763843,1,0,01,9000058,0,0401,0,201211,32000,0,00,000000
201908,1350908,1,0,05,9560048,0,0104,7,201904,6600,6600,00,000000
201906,667001,1,0,05,1235373,0,0103,7,201803,2000,2000,00,000000
201811,893588,1,0,05,6014387,0,0103,7,201312,2000,2000,00,000000
201809,354094,1,0,12,3082755,0,0112,0,201305,28000,28000,00,000000
201910,1293383,1,128451,01,4937074,0,0101,7,201506,6400,2,00,000000
201810,658667,1,44967,12,8790726,0,0202,0,201310,12000,12000,00,000000
201903,1081434,1,0,05,9612854,0,0103,7,201512,350,350,00,000000
201911,824660,1,0,01,8472262,0,0102,7,201412,41000,2,13,201901
201902,526162,1,0,01,5553519,0,0103,7,201705,440,440,00,000000
202006,1204979,1,0,12,801532,0,0101,0,201509,5500,5500,00,000000
202004,787527,1,0,05,4267623,0,0104,7,201608,4900,4900,00,000000
201810,1765537,1,0,01,1869292,0,0101,7,201505,11000,11000,00,000000
201809,1239825,1,0,12,2343103,0,0115,0,201403,340,340,00,000000
201810,1884123,1,0,12,9624708,0,0201,0,201112,13000,13000,10,201807
201903,728407,1,0,16,1810579,0,0101,0,201903,17000,510,00,000000
201807,1326127,1,0,12,1411748,0,0201,0,201010,2300,2300,99,201710
201911,1598103,1,0,08,5047957,0,0101,7,201801,1900,680,00,000000
201904,1597291,1,0,01,645088,0,0101,7,201107,14000,14000,99,201807
201902,1760989,1,0,05,9415047,0,0104,0,201901,2100,1800,00,000000
201806,1266436,1,0,05,6986269,0,0103,7,201302,5500,5500,00,000000
201811,432295,1,0,05,9378844,0,0103,7,201704,6900,6900,00,000000
201807,1236182,1,0,05,6748014,0,0103,7,201502,2400,2400,00,000000
201809,798855,1,0,17,5682924,0,0101,7,201412,8800,8800,00,000000
202006,1116831,1,0,05,9842298,0,0103,7,201704,16000,16000,00,000000
201809,1151100,1,0,01,4533736,0,0104,7,201608,2200,2200,00,000000
201904,1293113,1,0,05,516413,0,0103,7,201307,1200,1200,00,000000
202004,157214,1,37105,12,7905537,0,0202,7,201405,100000,100000,00,000000
201811,1062958,1,0,01,343592,0,0104,7,201410,220,220,00,000000
201811,308321,1,0,05,2785471,0,0103,7,201406,1500,1500,00,000000
202005,787527,1,0,05,6752784,0,0104,7,201608,4600,4600,00,000000
201811,728386,1,0,05,7953570,0,0103,7,201407,3100,3000,00,000000
201907,1245631,1,0,03,7876112,0,0101,7,201112,1100,2,99,201812
201908,1515747,1,0,12,1627743,0,0201,0,201808,340,340,00,000000
201904,624038,1,0,12,1493273,0,0201,0,201710,850,850,00,000000
201905,136631,1,0,05,3965177,0,0104,7,201602,110,110,00,000000
201901,1701420,1,0,12,159504,0,0202,0,201205,3700,2,00,000000
202005,975759,1,0,12,6285239,0,0101,0,201608,5300,5300,00,000000
202005,1606660,1,0,05,4122097,0,0104,0,202005,100,100,00,000000
201901,1789279,1,0,05,7710006,0,0104,7,201309,560,500,00,000000
202001,68474,1,0,05,6316617,0,0103,7,201907,2400,2400,00,000000
201812,1004834,1,0,01,1870761,0,0102,7,201603,12000,2,00,000000
201811,667001,1,0,05,1235373,0,0103,7,201803,1300,1300,00,000000
201908,1745253,1,0,05,7177325,0,0104,7,201510,220,220,00,000000
202006,482418,1,0,03,8036273,0,0101,7,201702,24000,24000,00,000000
201908,704113,1,0,12,6634501,0,0112,0,201305,880,880,00,000000
201809,1719201,1,0,12,3704237,0,0115,0,201801,800,800,00,000000
201903,1749561,1,0,12,4726962,0,0201,0,201606,1000,1000,00,000000
201811,1245631,1,0,03,7876112,0,0202,7,201205,16000,16000,16,201712
202003,523990,1,0,12,7156024,0,0201,0,201609,1100,1000,00,000000
201905,1515028,1,0,03,5951148,0,0101,0,201808,75000,0,01,201812
201903,716289,1,0,01,4315899,0,0101,0,201808,16000,5700,00,000000
201910,62214,1,0,01,7346108,0,0101,0,201712,54000,5400,00,000000
201806,38946,1,0,12,5354715,0,0201,0,201604,480,480,00,000000
201906,980768,1,0,05,1566440,0,0104,7,201801,380,370,00,000000
