YM,JOIN_SN,JOIN_SN_TYP,BIZ_SN,SCTR_CD,COM_SN,IS_ME,DLQ_CD_1,DLQ_CD_2,DLQ_RGST_DT,DLQ_RGST_AMT,DLQ_AMT,RLS_RSN_CD,RLS_DT
201907,535991,1,0,12,8022912,0,0801,0,201904,1000,0,00,000000
202001,608204,1,0,12,7059373,0,0601,0,201707,0,0,00,000000
201907,1326127,1,0,12,9348283,0,0801,0,201401,2400,0,00,000000
202003,1311736,1,0,12,4433620,0,0801,0,201308,10000,0,00,000000
201810,249614,1,0,12,6372669,0,0801,0,201210,9000,0,00,000000
201912,1648625,1,0,12,5946268,0,1301,0,201509,0,0,00,000000
202002,1039402,1,0,12,3592838,0,0801,0,201702,10000,0,00,000000
201811,1251346,1,0,12,5343817,0,1101,0,201704,0,0,00,000000
202003,576912,1,0,12,2199988,0,0604,0,201307,0,0,00,000000
201909,157214,1,0,12,7760907,0,0601,0,201605,0,0,00,000000
201902,1288123,1,0,12,6331762,0,0801,0,201309,6500,0,00,000000
201906,406912,1,0,12,1085206,0,0801,0,201712,1300,0,00,000000
201812,1652038,1,0,12,5842195,0,0801,0,201703,4800,0,00,000000
202001,1930541,1,0,12,1041425,0,0604,0,201709,0,0,00,000000
201902,398949,1,0,12,2952766,0,0801,0,201811,10000,0,00,000000
201811,1876485,1,175699,12,5727174,0,0802,0,201706,0,0,00,000000
201811,141625,1,0,12,695596,0,0801,0,201510,10000,0,00,000000
202001,245808,1,0,12,4464992,0,0604,0,201712,0,0,00,000000
201910,322419,1,0,12,3064047,0,0801,0,201607,1600,0,00,000000
201907,646058,1,0,12,333724,0,0801,0,201403,10000,0,00,000000
201912,197922,1,0,12,8898206,0,0601,0,201401,0,0,00,000000
201808,1310961,1,0,12,5251074,0,0601,0,201201,0,0,00,000000
201810,876821,1,0,12,4775942,0,0801,0,201505,10000,0,00,000000
201903,1683295,1,0,12,6149770,0,0601,0,201503,0,0,00,000000
202006,171498,1,0,12,89104,0,1201,0,201611,0,0,00,000000
201906,805494,1,0,12,611394,0,0801,0,201807,10000,0,00,000000
201910,66968,1,0,12,1427924,0,1201,0,201712,0,0,00,000000
201806,1563869,1,0,12,3232372,0,0801,0,201403,1400,0,00,000000
201904,265098,1,0,12,6359177,0,0801,0,201606,10000,0,00,000000
201905,1204979,1,0,12,3610072,0,0801,0,201608,1700,0,00,000000
202005,738590,1,0,12,430823,0,0801,0,201401,10000,0,00,000000
202003,1904510,1,0,12,9760135,0,0801,0,201412,10000,0,00,000000
201902,63522,1,0,12,3840768,0,0601,0,201308,0,0,00,000000
201905,705886,1,0,12,7651014,0,0601,0,201302,0,0,00,000000
201906,761866,1,0,12,8701554,0,0801,0,201405,10000,0,00,000000
201905,1775944,1,0,12,3450947,0,0601,0,201303,0,0,00,000000
201809,378414,1,0,12,5097722,0,0801,0,201611,3700,0,00,000000
202005,1767062,1,0,12,6393815,0,0601,0,201612,0,0,00,000000
201807,712541,1,0,12,6032451,0,0801,0,201504,10000,0,00,000000
201906,249614,1,0,12,6372669,0,0801,0,201210,9000,0,00,000000
202003,179145,1,0,12,1691274,0,0601,0,201408,0,0,00,000000
202003,476925,1,0,12,8068040,0,0801,0,201403,1100,0,00,000000
202002,1079064,1,0,12,134276,0,0801,0,201610,1400,0,00,000000
201902,1390716,1,0,12,4307104,0,0601,0,201709,0,0,00,000000
202004,966802,1,0,12,447943,0,0801,0,201410,10000,0,00,000000
202006,415740,1,0,12,3975397,0,0801,0,201904,3500,0,00,000000
202006,1344651,1,0,12,1301799,0,0601,0,201409,0,0,00,000000
202004,586647,1,0,12,1847652,0,1301,0,201908,0,0,00,000000
201910,1244982,1,0,12,7964340,0,0601,0,201608,0,0,00,000000
201809,1718451,1,0,12,4897021,0,0601,0,201204,0,0,00,000000
201903,1040735,1,0,12,452050,0,1301,0,201809,0,0,00,000000
201910,1899541,1,0,12,5535220,0,0606,0,201509,0,0,00,000000
201907,358902,1,0,12,6812259,0,0801,0,201403,2900,0,00,000000
202005,975759,1,0,12,5030940,0,0801,0,201502,1100,0,00,000000
201808,1120814,1,0,12,7436210,0,1301,0,201505,0,0,00,000000
201901,608204,1,0,12,7059373,0,0601,0,201707,0,0,00,000000
201909,101878,1,0,12,2766194,0,0801,0,201607,6100,0,00,000000
201911,424220,1,0,12,5055883,0,0801,0,201506,6600,0,00,000000
201811,1899541,1,0,12,5535220,0,0606,0,201509,0,0,00,000000
201908,1535430,1,0,12,439215,0,0801,0,201901,10000,0,00,000000
202003,1186758,1,0,12,9037947,0,0801,0,201611,9000,0,00,000000
201912,781458,1,0,12,3450811,0,0801,0,201408,7600,0,00,000000
202003,738590,1,0,12,430823,0,0801,0,201401,10000,0,00,000000
201908,534974,1,0,12,10063357,0,0606,0,201508,0,0,00,000000
201912,790896,1,0,12,7161655,0,0601,0,201412,0,0,00,000000
201806,1444876,1,0,12,9529197,0,0601,0,201306,0,0,00,000000
201906,193247,1,0,12,3476117,0,0601,0,201606,0,0,00,000000
201901,339311,1,0,12,9208559,0,0611,0,201410,0,0,00,000000
201809,891288,1,0,12,1311161,0,0801,0,201309,8300,0,00,000000
202006,1521373,1,0,12,6287210,0,1201,0,201604,0,0,00,000000
201903,1873887,1,0,12,3420529,0,1201,0,201708,0,0,00,000000
201906,1624893,1,0,12,5294740,0,0606,0,201410,0,0,00,000000
201905,1695488,1,0,12,976051,0,0601,0,201609,0,0,00,000000
201903,320067,1,0,12,7181858,0,0801,0,201611,2800,0,00,000000
201807,1645414,1,0,12,5136692,0,1201,0,201409,0,0,00,000000
202005,280348,1,0,12,8780537,0,0801,0,201506,10000,0,00,000000
201911,740209,1,0,12,6509108,0,0801,0,201602,10000,0,00,000000
202004,348376,1,0,12,8190255,0,0604,0,201802,0,0,00,000000
201809,1824390,1,0,12,743112,0,0801,0,201308,10000,0,00,000000
201809,661077,1,0,12,5898261,0,0601,0,201302,0,0,00,000000
201810,1067244,1,0,12,1499461,0,0801,0,201611,1000,0,00,000000
201807,1819213,1,0,12,7757086,0,1301,0,201505,0,0,00,000000
202001,872844,1,0,12,240468,0,1201,0,201705,0,0,00,000000
201906,1265775,1,0,12,5376923,0,0801,0,201701,10000,0,00,000000
202006,1027130,1,0,12,7268906,0,0801,0,202002,2800,0,00,000000
201905,1658401,1,0,12,2395986,0,0801,0,201505,4500,0,00,000000
202003,236540,1,0,12,6331105,0,0801,0,201512,2000,0,00,000000
201909,264491,1,0,12,10045648,0,0801,0,201811,3400,0,00,000000
202006,127354,1,0,12,6481947,0,0801,0,201903,2400,0,00,000000
201811,1704630,1,0,12,9763602,0,1301,0,201708,0,0,00,000000
202004,1836553,1,0,12,8783826,0,0601,0,201711,0,0,00,000000
201806,1883745,1,0,12,467137,0,1201,0,201507,0,0,00,000000
201809,760469,1,0,12,3440543,0,0801,0,201309,8000,0,00,000000
201903,747621,1,0,12,9182031,0,0601,0,201706,0,0,00,000000
201903,1691716,1,0,12,4398573,0,0801,0,201703,10000,0,00,000000
202001,1004834,1,0,12,771627,0,0801,0,201510,10000,0,00,000000
201907,1227495,1,0,12,9902941,0,0801,0,201604,10000,0,00,000000
201911,1397674,1,0,12,8179066,0,0801,0,201708,1400,0,00,000000
201810,1283569,1,0,12,9032227,0,0604,0,201208,0,0,00,000000
202006,480683,1,0,12,3380461,0,1201,0,201801,0,0,00,000000
201903,951619,1,0,12,1126591,0,1201,0,201712,0,0,00,000000
201912,4639,1,0,12,9302465,0,0604,0,201604,0,0,00,000000
201911,1004834,1,0,12,771627,0,0801,0,201510,10000,0,00,000000
201905,670404,1,0,12,37572,0,1201,0,201610,0,0,00,000000
201901,1373855,1,0,12,782536,0,0601,0,201712,0,0,00,000000
201912,994198,1,0,12,6528059,0,1201,0,201501,0,0,00,000000
201812,1672687,1,0,12,6599566,0,1201,0,201611,0,0,00,000000
201908,1536043,1,0,12,5100670,0,0801,0,201701,6600,0,00,000000
201908,399327,1,0,12,476495,0,1201,0,201412,0,0,00,000000
202002,552122,1,0,12,6276770,0,0801,0,201903,10000,0,00,000000
201809,1326127,1,0,12,9348283,0,0801,0,201401,2400,0,00,000000
202003,119070,1,0,12,9742,0,1201,0,201710,0,0,00,000000
201902,320067,1,0,12,7181858,0,0801,0,201611,2800,0,00,000000
201901,1277298,1,0,12,88615,0,0601,0,201303,0,0,00,000000
202004,1617765,1,0,12,4708156,0,0801,0,201701,10000,0,00,000000
201809,78054,1,0,12,5031749,0,0601,0,201201,0,0,00,000000
201811,379523,1,0,12,9599086,0,0605,0,201611,0,0,00,000000
201907,1896877,1,0,12,4857513,0,0601,0,201812,0,0,00,000000
201907,399327,1,0,12,3719473,0,0601,0,201611,0,0,00,000000
201809,1113285,1,0,12,9110512,0,0801,0,201501,1100,0,00,000000
202004,1124069,1,0,12,4648056,0,0801,0,201904,4900,0,00,000000
201904,1836553,1,0,12,6993832,0,0801,0,201710,1100,0,00,000000
202005,916604,1,0,12,7557786,0,1201,0,202004,0,0,00,000000
202001,487978,1,0,12,9337584,0,0604,0,201809,0,0,00,000000
202003,487978,1,0,12,9337584,0,0604,0,201809,0,0,00,000000
201910,760469,1,0,12,3440543,0,0801,0,201510,2200,0,00,000000
201809,297772,1,0,12,2171432,0,1201,0,201403,0,0,00,000000
202003,1924066,1,0,12,2911406,0,0801,0,201908,10000,0,00,000000
201909,728386,1,0,12,737102,0,0601,0,201303,0,0,00,000000
201905,482418,1,0,12,2586373,0,0601,0,201708,0,0,00,000000
201809,1624893,1,0,12,5294740,0,0606,0,201410,0,0,00,000000
201812,1382664,1,0,12,5824792,0,0801,0,201603,10000,0,00,000000
201907,705886,1,0,12,7651014,0,0601,0,201302,0,0,00,000000
201809,55584,1,157729,12,7878641,0,0802,0,201306,0,0,00,000000
202004,1225074,1,0,12,6231641,0,0801,0,201608,4200,0,00,000000
202002,1491566,1,0,12,4633650,0,0601,0,201611,0,0,00,000000
202001,1232210,1,0,12,1870799,0,0601,0,201402,0,0,00,000000
201811,1568884,1,0,12,3127144,0,0801,0,201511,10000,0,00,000000
201904,552122,1,0,12,6276770,0,0801,0,201903,10000,0,00,000000
201902,125363,1,0,12,1905,0,0601,0,201210,0,0,00,000000
201901,1183000,1,0,12,5428182,0,1301,0,201710,0,0,00,000000
201810,1384583,1,0,12,7686816,0,0801,0,201809,10000,0,00,000000
201906,201933,1,0,12,1121503,0,0801,0,201309,10000,0,00,000000
202005,647337,1,0,12,3362236,0,1201,0,201710,0,0,00,000000
201901,331829,1,0,12,2072693,0,1101,0,201801,0,0,00,000000
201901,698302,1,0,12,5410769,0,0801,0,201312,10000,0,00,000000
201911,1225074,1,0,12,6231641,0,0801,0,201608,4200,0,00,000000
201806,801783,1,0,12,2560569,0,1201,0,201601,0,0,00,000000
201808,1935251,1,0,12,8293748,0,0601,0,201205,0,0,00,000000
201901,378865,1,0,12,8104379,0,0606,0,201307,0,0,00,000000
201910,1648625,1,0,12,5946268,0,1301,0,201509,0,0,00,000000
201911,1652038,1,0,12,5842195,0,0801,0,201703,4800,0,00,000000
201910,958032,1,0,12,6598937,0,0606,0,201505,0,0,00,000000
201811,86349,1,0,12,4463617,0,0801,0,201403,10000,0,00,000000
201806,1194880,1,0,12,5148706,0,0601,0,201410,0,0,00,000000
201812,1723694,1,0,12,6641075,0,0601,0,201510,0,0,00,000000
201908,1754685,1,0,12,6022773,0,0801,0,201701,3500,0,00,000000
201912,68623,1,0,12,1167515,0,0801,0,201812,5800,0,00,000000
201911,1677456,1,0,12,5388320,0,0601,0,201805,0,0,00,000000
202002,936730,1,0,12,2477857,0,1201,0,201608,0,0,00,000000
201905,1900879,1,0,12,6728852,0,0801,0,201305,5300,0,00,000000
201901,1904510,1,0,12,9760135,0,0801,0,201412,10000,0,00,000000
201807,1917312,1,0,12,7229586,0,0801,0,201610,10000,0,00,000000
201807,665355,1,0,12,9241111,0,0611,0,201504,0,0,00,000000
201905,1856410,1,0,12,6219582,0,1101,0,201812,0,0,00,000000
202003,975759,1,0,12,5030940,0,0801,0,201502,1100,0,00,000000
201908,1793052,1,0,12,616522,0,1201,0,201801,0,0,00,000000
201912,1272006,1,0,12,6526456,0,0801,0,201302,10000,0,00,000000
201907,14287,1,0,12,6409200,0,1301,0,201708,0,0,00,000000
202002,1617765,1,0,12,4708156,0,0801,0,201701,10000,0,00,000000
201910,144460,1,0,12,1189694,0,1101,0,201901,0,0,00,000000
201909,1244982,1,0,12,7964340,0,0601,0,201608,0,0,00,000000
201905,495288,1,0,12,5750693,0,0801,0,201608,1000,0,00,000000
201901,1364823,1,0,12,6144231,0,0801,0,201511,10000,0,00,000000
201904,647337,1,0,12,3362236,0,1201,0,201710,0,0,00,000000
201811,771557,1,0,12,3718725,0,0601,0,201211,0,0,00,000000
201902,1173831,1,0,12,1691778,0,0601,0,201405,0,0,00,000000
201911,1514586,1,0,12,3399177,0,0801,0,201707,10000,0,00,000000
201807,169426,1,0,12,4582927,0,0801,0,201711,10000,0,00,000000
201809,1039402,1,0,12,3592838,0,0801,0,201702,10000,0,00,000000
201909,26594,1,0,12,8851444,0,0601,0,201512,0,0,00,000000
201907,1292238,1,0,12,2510468,0,0601,0,201405,0,0,00,000000
201906,1563869,1,0,12,3232372,0,0801,0,201403,1400,0,00,000000
202006,1365492,1,0,12,2505632,0,0601,0,201512,0,0,00,000000
202006,62991,1,0,12,8822294,0,0601,0,201708,0,0,00,000000
201910,62991,1,0,12,8822294,0,0601,0,201708,0,0,00,000000
202004,713728,1,0,12,9331521,0,0801,0,201909,1000,0,00,000000
201812,718577,1,0,12,5177838,0,0601,0,201404,0,0,00,000000
201904,1292238,1,0,12,2510468,0,0601,0,201405,0,0,00,000000
201910,1426765,1,0,12,2073649,0,0601,0,201509,0,0,00,000000
201910,1610987,1,0,12,5256418,0,0801,0,201302,10000,0,00,000000
201806,513632,1,0,12,8000872,0,0601,0,201204,0,0,00,000000
201811,1814804,1,0,12,9118051,0,0601,0,201201,0,0,00,000000
202006,1743803,1,0,12,764778,0,0601,0,201907,0,0,00,000000
201905,975759,1,0,12,3494372,0,0601,0,201503,0,0,00,000000
201811,1524986,1,0,12,4083193,0,0602,0,201805,0,0,00,000000
201811,39400,1,0,12,3331498,0,1201,0,201803,0,0,00,000000
202001,759832,1,0,12,2579324,0,0801,0,201502,1200,0,00,000000
202004,1805409,1,0,12,5848190,0,0604,0,201511,0,0,00,000000
201808,1525372,1,0,12,2369178,0,0801,0,201705,10000,0,00,000000
202004,1486628,1,0,12,9296728,0,0601,0,201401,0,0,00,000000
201901,365931,1,0,12,4828339,0,0601,0,201411,0,0,00,000000
201909,1846568,1,0,12,9112755,0,0801,0,201705,5800,0,00,000000
201910,1466995,1,0,12,7658577,0,1201,0,201708,0,0,00,000000
201811,1887188,1,0,12,1251307,0,0601,0,201701,0,0,00,000000
201809,1344651,1,0,12,1301799,0,0601,0,201409,0,0,00,000000
201807,463993,1,0,12,6597952,0,1101,0,201705,0,0,00,000000
201907,1290415,1,0,12,3304923,0,1201,0,201606,0,0,00,000000
202004,1836553,1,0,12,6993832,0,1301,0,201807,0,0,00,000000
201904,641479,1,0,12,1227014,0,0801,0,201410,10000,0,00,000000
201909,537791,1,0,12,1955754,0,0606,0,201410,0,0,00,000000
201808,1038414,1,0,12,4090487,0,0801,0,201309,10000,0,00,000000
202005,1175264,1,0,12,8255973,0,0801,0,201703,10000,0,00,000000
201908,724997,1,0,12,1267803,0,1201,0,201805,0,0,00,000000
201810,1596134,1,0,12,4604631,0,0601,0,201305,0,0,00,000000
201909,1069338,1,0,12,5786281,0,0601,0,201902,0,0,00,000000
201906,705886,1,0,12,7651014,0,0601,0,201302,0,0,00,000000
201911,722092,1,0,12,2182638,0,0801,0,201805,8900,0,00,000000
201806,1555314,1,0,12,8538902,0,0601,0,201302,0,0,00,000000
201809,476925,1,0,12,8068040,0,0801,0,201403,1100,0,00,000000
202003,964681,1,0,12,7819850,0,1201,0,201809,0,0,00,000000
202005,713728,1,0,12,9331521,0,0801,0,201909,1000,0,00,000000
201902,1290415,1,0,12,3304923,0,1201,0,201606,0,0,00,000000
201910,994198,1,0,12,6528059,0,1201,0,201501,0,0,00,000000
201810,1286160,1,0,12,8495626,0,0601,0,201510,0,0,00,000000
201903,1028029,1,0,12,6241378,0,1201,0,201607,0,0,00,000000
201806,753528,1,0,12,2403778,0,0801,0,201703,10000,0,00,000000
201902,1717368,1,0,12,6535718,0,0601,0,201611,0,0,00,000000
201902,602364,1,0,12,7198978,0,0601,0,201802,0,0,00,000000
201904,591959,1,0,12,3505759,0,1201,0,201506,0,0,00,000000
201905,977679,1,0,12,5588167,0,0801,0,201505,10000,0,00,000000
201911,1414733,1,0,12,5011229,0,0801,0,201904,10000,0,00,000000
202005,1941588,1,0,12,4108768,0,1301,0,201602,0,0,00,000000
201911,1695488,1,0,12,976051,0,0601,0,201609,0,0,00,000000
201910,34419,1,0,12,5117172,0,0601,0,201711,0,0,00,000000
201910,713728,1,0,12,2859804,0,0801,0,201705,1100,0,00,000000
202006,267388,1,154644,12,1900590,0,0802,0,201507,0,0,00,000000
202003,1012213,1,0,12,2345406,0,0601,0,201608,0,0,00,000000
202002,1333530,1,0,12,5237462,0,0801,0,201909,1100,0,00,000000
202002,1444876,1,0,12,9529197,0,0601,0,201312,0,0,00,000000
201808,615896,1,0,12,9059475,0,1201,0,201703,0,0,00,000000
201910,1779677,1,0,12,3442011,0,0801,0,201305,10000,0,00,000000
202005,353132,1,0,12,5211214,0,0801,0,201309,9000,0,00,000000
201912,1288796,1,0,12,7047417,0,0606,0,201803,0,0,00,000000
201806,1752534,1,0,12,562958,0,0601,0,201710,0,0,00,000000
201806,259054,1,0,12,4792396,0,0601,0,201604,0,0,00,000000
202001,1917576,1,0,12,2429850,0,0601,0,201306,0,0,00,000000
201912,1485366,1,0,12,5664971,0,0601,0,201411,0,0,00,000000
201812,294566,1,0,12,4165769,0,0801,0,201202,10000,0,00,000000
201808,14287,1,0,12,6409200,0,1301,0,201708,0,0,00,000000
201806,1540821,1,0,12,7613412,0,1201,0,201604,0,0,00,000000
201806,1202798,1,0,12,9351,0,0801,0,201706,1200,0,00,000000
201902,1930541,1,0,12,1041425,0,0604,0,201608,0,0,00,000000
201812,544682,1,0,12,8448367,0,0601,0,201709,0,0,00,000000
202005,1593302,1,0,12,712633,0,0801,0,201508,2200,0,00,000000
201905,403383,1,0,12,9057328,0,0801,0,201904,1000,0,00,000000
201808,1955808,1,0,12,8203028,0,0801,0,201209,9700,0,00,000000
201909,1635258,1,0,12,8231496,0,0801,0,201807,10000,0,00,000000
201907,1417123,1,0,12,4390874,0,0801,0,201702,10000,0,00,000000
201810,1531770,1,0,12,6419831,0,0801,0,201404,1100,0,00,000000
201907,251590,1,0,12,8548769,0,0601,0,201601,0,0,00,000000
201902,1836553,1,0,12,8783826,0,0601,0,201711,0,0,00,000000
202006,1524986,1,0,12,4083193,0,0601,0,201811,0,0,00,000000
201907,1593802,1,0,12,6547638,0,0601,0,201611,0,0,00,000000
201903,74105,1,0,12,8912832,0,0801,0,201704,10000,0,00,000000
202006,77690,1,0,12,9012460,0,1301,0,201807,0,0,00,000000
201811,160111,1,0,12,497027,0,1201,0,201412,0,0,00,000000
201807,1205133,1,0,12,86100,0,0601,0,201312,0,0,00,000000
201910,1705487,1,0,12,9184511,0,0802,0,201703,0,0,00,000000
202002,1552981,1,0,12,9338122,0,0801,0,201510,8700,0,00,000000
202003,904559,1,0,12,5797692,0,0801,0,201411,6000,0,00,000000
201904,776478,1,0,12,4281283,0,0801,0,201412,10000,0,00,000000
201808,249614,1,0,12,6372669,0,0801,0,201210,9000,0,00,000000
201903,941161,1,0,12,3826072,0,0601,0,201509,0,0,00,000000
202004,1953863,1,0,12,403378,0,1201,0,201604,0,0,00,000000
201912,1264614,1,0,12,6135163,0,0801,0,201603,3100,0,00,000000
